id_reserva,id_cliente,nombre,apellido,mail,competencia,fecha_reserva,inicio_estancia,final_estancia,id_hotel,precio_noche,nombre_hotel,estrellas,ciudad
f4cf7cbf-7a2a-4e44-9b9d-e2c9a444ec78,17,Lázaro,Pardo,lázaro.pardo@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
2a39eb83-b3aa-4df0-93b3-1fdc0b0a9609,18,Julie,Baños,julie.baños@example.com,False,2025-02-01,2025-03-01,2025-03-02,14,79.77,Hotel Torre Dorada,2,Madrid
96a3727c-99fb-4ae0-a6c3-886504499ec2,19,Javier,Mancebo,javier.mancebo@example.com,False,2025-02-12,2025-03-01,2025-03-02,27,228.02,Hotel Palacio Imperial,3,Madrid
18fa5887-c155-4064-ba8d-3b2948dd348b,20,Rita,Guerrero,rita.guerrero@example.com,False,2025-02-11,2025-03-01,2025-03-02,47,385.24,Hotel Camino del Sol,3,Madrid
9880f3ea-a29d-4acd-9fe1-96df1ffa46bd,21,Ricardo,Lobo,ricardo.lobo@example.com,False,2025-02-06,2025-03-01,2025-03-02,13,454.01,Hotel Luz de Madrid,3,Madrid
22a3608a-1de2-40c7-8e2a-d22daf77390f,22,Perlita,Patiño,perlita.patiño@example.com,False,2025-02-02,2025-03-01,2025-03-02,28,279.28,Hotel Encanto Real,3,Madrid
68b36da9-eeaa-4c31-91a8-d34fcc3956c8,23,Pedro,Gallego,pedro.gallego@example.com,False,2025-02-09,2025-03-01,2025-03-02,28,332.34,Hotel Los Almendros,3,Madrid
b92dbe7c-4660-4e4c-9224-47cae0152bf9,24,Judith,Bellido,judith.bellido@example.com,False,2025-02-08,2025-03-01,2025-03-02,36,318.14,Hotel Palacio Imperial,3,Madrid
9b16fc42-a7c6-4db9-98c7-30dbf2bb72b3,25,Francisco Javier,Hierro,francisco javier.hierro@example.com,False,2025-02-02,2025-03-01,2025-03-02,29,437.34,Hotel Sol y Luna,3,Madrid
65fcc15f-f4c6-492a-b191-f180ae314bea,26,Reynaldo,Lerma,reynaldo.lerma@example.com,False,2025-02-12,2025-03-01,2025-03-02,29,387.89,Hotel Monte Verde,3,Madrid
8a5b02f8-caa9-4917-a50d-a122c74a5c6d,27,Felicidad,Gimenez,felicidad.gimenez@example.com,False,2025-02-09,2025-03-01,2025-03-02,3,254.17,Hotel Mirador Real,2,Madrid
24f9a853-2cef-4fb7-8182-d4f347c772d7,28,Pía,Barba,pía.barba@example.com,False,2025-02-03,2025-03-01,2025-03-02,40,460.67,Hotel Puerta del Cielo,3,Madrid
345b493b-5fcb-476c-940b-cce20444d64e,29,Amílcar,Moles,amílcar.moles@example.com,False,2025-02-05,2025-03-01,2025-03-02,28,218.25,Hotel Las Estrellas,2,Madrid
e9fc009e-6bbd-49a9-aaa1-499fbe5b7036,30,Blas,Galván,blas.galván@example.com,False,2025-02-11,2025-03-01,2025-03-02,40,463.31,Hotel Monte Verde,3,Madrid
91569bdd-8430-4537-8245-6ca66e5c95ed,31,Claudia,Miranda,claudia.miranda@example.com,False,2025-02-03,2025-03-01,2025-03-02,43,445.41,Hotel Puerta del Cielo,3,Madrid
4e4f9542-3b51-4da1-b75e-b8c8a2018b6e,32,Angelina,Priego,angelina.priego@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
2713abaf-e02b-4e4b-9897-a6b9cd4862b5,33,Fernanda,Segarra,fernanda.segarra@example.com,False,2025-02-02,2025-03-01,2025-03-02,6,88.53,Hotel Rincón Sereno,2,Madrid
56aa252f-8c76-4712-a8d8-cfa844b5711a,34,Emilio,Huerta,emilio.huerta@example.com,False,2025-02-09,2025-03-01,2025-03-02,29,394.62,Hotel Vista Alegre,2,Madrid
67cc0893-51de-461e-bdf3-72beb87d4672,35,Bárbara,Jódar,bárbara.jódar@example.com,False,2025-02-09,2025-03-01,2025-03-02,3,169.27,Hotel Los Almendros,3,Madrid
6c3c255a-a128-4f41-86f2-e41a0c6a04df,36,Tiburcio,Pujol,tiburcio.pujol@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
728efa5a-8a5a-4e53-8b2b-349c4fcab5d9,37,Emiliano,Vergara,emiliano.vergara@example.com,False,2025-02-06,2025-03-01,2025-03-02,2,370.82,Hotel Luz de Madrid,3,Madrid
f4b3e94a-2476-4923-953d-1f76ad90b520,38,Marisol,Arévalo,marisol.arévalo@example.com,False,2025-02-11,2025-03-01,2025-03-02,40,253.16,Hotel Costa Azul,3,Madrid
166f113f-64cf-408d-b1c3-30ef155f8049,39,Ezequiel,Cuesta,ezequiel.cuesta@example.com,False,2025-02-10,2025-03-01,2025-03-02,48,314.73,Hotel Costa Azul,3,Madrid
b4ec52c7-ac8d-4c68-93f2-56f80786978c,40,Telmo,Bartolomé,telmo.bartolomé@example.com,False,2025-02-05,2025-03-01,2025-03-02,6,368.52,Gran Hotel Madrid,3,Madrid
bec6c4c5-e6bf-4115-98d2-9c2f1161b77d,41,Débora,Solé,débora.solé@example.com,False,2025-02-07,2025-03-01,2025-03-02,35,436.83,Hotel Encanto Real,3,Madrid
552fa988-9d52-4cfe-bcc4-1b5886f61a9c,42,Carolina,Alberdi,carolina.alberdi@example.com,True,2025-02-18,2025-03-01,2025-03-02,103,,,,Madrid
aca3e915-cf8f-4ee5-b921-f23f909f602b,43,Darío,Lasa,darío.lasa@example.com,False,2025-02-10,2025-03-01,2025-03-02,29,109.53,Hotel Torre Dorada,2,Madrid
7ddea2f1-6ccc-40b1-b015-da2cc26f0f98,44,Noé,Cantón,noé.cantón@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
47f91472-4a34-4e03-9cd2-64bbf695dcdd,45,Fausto,Santiago,fausto.santiago@example.com,False,2025-02-01,2025-03-01,2025-03-02,13,135.67,Palacio del Sol,2,Madrid
4d0ca33e-6881-4eaa-8c32-caf6273e468b,46,Lorenza,Lago,lorenza.lago@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,260.15,Gran Hotel Madrid,3,Madrid
7acd5eae-e278-4568-9e35-638532e10b87,47,María Belén,Escalona,maría belén.escalona@example.com,True,2025-02-18,2025-03-01,2025-03-02,135,,,,Madrid
19b57bd1-9cbf-4c22-a91a-ba4c3850008e,48,Curro,Martín,curro.martín@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
f6149a73-99ec-46f9-ad92-c4174a564beb,49,Anunciación,Flor,anunciación.flor@example.com,False,2025-02-02,2025-03-01,2025-03-02,2,135.58,Hotel Palacio Imperial,3,Madrid
25efcc1f-d69a-422f-a887-3341d57c6f09,50,María Belén,Cuéllar,maría belén.cuéllar@example.com,False,2025-02-07,2025-03-01,2025-03-02,14,258.17,Hotel Encanto Real,3,Madrid
d1365d70-a42a-46be-96ca-6e1239b1adf3,51,Melania,Abascal,melania.abascal@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
5e53a3e0-ed87-48e8-9742-891fe94d1025,52,Amaya,Aliaga,amaya.aliaga@example.com,False,2025-02-02,2025-03-01,2025-03-02,35,343.46,Hotel Camino del Sol,3,Madrid
782c3729-9de4-4005-b241-c8601bb24e33,53,Primitivo,Meléndez,primitivo.meléndez@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
32aa8648-0f85-4405-86bd-ffe32c5bc3eb,54,Jose Angel,Bermúdez,jose angel.bermúdez@example.com,False,2025-02-02,2025-03-01,2025-03-02,3,232.88,Hotel Rincón Sereno,2,Madrid
00ea6487-0d6e-4e16-ad8f-915dca34854a,55,Amalia,Bayón,amalia.bayón@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
b8fc310e-88a1-41eb-abf1-f772cf208fda,56,Berta,Casas,berta.casas@example.com,False,2025-02-02,2025-03-01,2025-03-02,36,50.96,Hotel Luz de Madrid,3,Madrid
2ed1e427-c3cd-4215-9f0b-018d771f098b,57,Aitana,Dalmau,aitana.dalmau@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
9202057b-976a-4e12-980e-d45cac1a2906,58,Salud,Rocha,salud.rocha@example.com,False,2025-02-12,2025-03-01,2025-03-02,13,363.46,Hotel Camino del Sol,3,Madrid
2af9827a-93df-4f5e-ac7d-bdda0c84ed31,59,Úrsula,Font,úrsula.font@example.com,False,2025-02-09,2025-03-01,2025-03-02,15,147.96,Gran Hotel Madrid,3,Madrid
a099af97-fd17-4374-86fe-9aae15f39bff,60,Sabas,Perea,sabas.perea@example.com,False,2025-02-06,2025-03-01,2025-03-02,35,386.58,Gran Hotel Madrid,3,Madrid
73b6396e-25dc-4516-9a8a-047fbdf14eb3,61,Asunción,Sanmiguel,asunción.sanmiguel@example.com,False,2025-02-02,2025-03-01,2025-03-02,40,463.71,Hotel Maravilla Real,2,Madrid
7d8a031b-affa-4506-8a21-36e2e298da06,62,Jafet,Baró,jafet.baró@example.com,False,2025-02-05,2025-03-01,2025-03-02,40,86.04,Hotel Las Estrellas,2,Madrid
af5b8b1e-e230-43ab-803a-cd49f4f324fe,63,Dionisia,Grau,dionisia.grau@example.com,True,2025-02-18,2025-03-01,2025-03-02,103,,,,Madrid
4670b887-09ee-433b-afa1-556cbb1e930a,64,Adrián,Belda,adrián.belda@example.com,False,2025-02-09,2025-03-01,2025-03-02,36,103.94,Hotel Torre Dorada,2,Madrid
444992a6-ce95-43c1-bf32-b9ce3d754672,65,Benigno,Granados,benigno.granados@example.com,False,2025-02-01,2025-03-01,2025-03-02,35,328.71,Hotel Los Almendros,3,Madrid
55d863f5-efd2-47ee-b047-b786c056ccef,66,Amílcar,Murillo,amílcar.murillo@example.com,False,2025-02-01,2025-03-01,2025-03-02,33,470.61,Hotel Jardines del Rey,2,Madrid
458f6999-9db0-4430-88ad-b5d91cfd6ff4,67,Jordán,Lopez,jordán.lopez@example.com,False,2025-02-09,2025-03-01,2025-03-02,36,108.89,Hotel Puerta del Cielo,3,Madrid
21152b48-0571-468e-babc-9ac0e0b69196,68,Iker,Catalán,iker.catalán@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
9631e12c-9835-45fe-a21a-6271086c3452,69,Sofía,Suárez,sofía.suárez@example.com,False,2025-02-03,2025-03-01,2025-03-02,48,256.22,Hotel Torre Dorada,2,Madrid
ebd89c70-66d4-41d1-b218-dc9113ce6ce6,70,Ainara,Ramírez,ainara.ramírez@example.com,False,2025-02-03,2025-03-01,2025-03-02,2,277.64,Hotel Vista Alegre,2,Madrid
a15ca3ef-fcef-4bc0-986d-895a4e7139dd,71,Cleto,Rosa,cleto.rosa@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
83b7096f-825e-4937-b0e2-4ec0391bc473,72,Segismundo,Solera,segismundo.solera@example.com,False,2025-02-11,2025-03-01,2025-03-02,15,120.98,Hotel Camino del Sol,3,Madrid
ebacd51b-a1f5-44fb-9279-50863ddff751,73,Baltasar,Cabello,baltasar.cabello@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
fc781901-7248-4af2-a828-9940d73e7cd9,74,Luisa,Nicolau,luisa.nicolau@example.com,False,2025-02-10,2025-03-01,2025-03-02,48,350.53,Hotel Camino del Sol,3,Madrid
dcffa24b-86dc-4814-9b26-e1264d8c3f03,75,César,Ibarra,césar.ibarra@example.com,False,2025-02-03,2025-03-01,2025-03-02,38,472.51,Hotel Vista Alegre,2,Madrid
16995b12-8790-4bb4-9e39-ad5eccbeb90d,76,Brunilda,Sanabria,brunilda.sanabria@example.com,False,2025-02-02,2025-03-01,2025-03-02,38,384.08,Hotel Vista Alegre,2,Madrid
1947713f-2d04-4f87-979d-47b803207fee,77,Gervasio,Lopez,gervasio.lopez@example.com,False,2025-02-06,2025-03-01,2025-03-02,2,372.92,Hotel Jardines del Rey,2,Madrid
2e03c019-93d2-42ff-a9a4-9351952b3244,78,Sandra,Benet,sandra.benet@example.com,False,2025-02-06,2025-03-01,2025-03-02,14,457.39,Gran Hotel Madrid,3,Madrid
946c7d6c-9523-4056-bc05-4f25b7582202,79,Rosalva,Cabañas,rosalva.cabañas@example.com,True,2025-02-18,2025-03-01,2025-03-02,117,,,,Madrid
1706822e-7d2e-4287-a953-1f039ae68551,80,Calixta,Alcolea,calixta.alcolea@example.com,False,2025-02-12,2025-03-01,2025-03-02,48,200.09,Hotel Vista Alegre,2,Madrid
692a26ac-4f64-4e7d-aeb9-3c0ab9225d8d,81,Ángeles,Guzmán,ángeles.guzmán@example.com,False,2025-02-02,2025-03-01,2025-03-02,49,298.25,Hotel Los Almendros,3,Madrid
f03a25ec-25c7-4f04-8f79-ecaa242a4dee,82,Amalia,Teruel,amalia.teruel@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
509d1ab0-6acc-4c42-b352-4d8e86dfa96d,83,Salvador,Barral,salvador.barral@example.com,False,2025-02-02,2025-03-01,2025-03-02,28,295.51,Hotel Brisas del Mar,3,Madrid
02fd1dcf-b5ef-4efc-9e02-0f7ba1d641b6,84,Abilio,Portero,abilio.portero@example.com,False,2025-02-04,2025-03-01,2025-03-02,13,107.34,Hotel Puerta del Cielo,3,Madrid
c422a037-1510-4eb2-bf05-7b203ab14c97,85,Miguela,Sanz,miguela.sanz@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
ca9bfa6c-1449-4239-9595-779c090af54b,86,Josefina,Torrecilla,josefina.torrecilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,35,454.51,Hotel Jardines del Rey,2,Madrid
5a5dd3f5-d360-4242-a827-2729e9d0fd61,87,Manu,Gelabert,manu.gelabert@example.com,False,2025-02-12,2025-03-01,2025-03-02,43,401.04,Hotel Los Almendros,3,Madrid
b7055550-984b-48e4-83f6-637b7f4dd78c,88,Cruz,Barrera,cruz.barrera@example.com,False,2025-02-09,2025-03-01,2025-03-02,47,439.06,Hotel Las Estrellas,2,Madrid
03114ab3-587d-4e8a-b878-175e0e8ba101,89,Baudelio,Ayllón,baudelio.ayllón@example.com,True,2025-02-18,2025-03-01,2025-03-02,135,,,,Madrid
4b9946c6-b8c0-45d6-8a83-c0e30c918e53,90,Ani,Criado,ani.criado@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
9eb72036-0b7c-46ad-8821-b8a38612c7c8,91,Apolonia,Bernat,apolonia.bernat@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
193470d5-1a06-4a74-86cc-d10a1145380d,92,Bruno,Bayo,bruno.bayo@example.com,True,2025-02-18,2025-03-01,2025-03-02,135,,,,Madrid
013e4092-d233-4c2f-a772-9e66270e30a4,93,Joel,Quintanilla,joel.quintanilla@example.com,False,2025-02-02,2025-03-01,2025-03-02,14,121.63,Palacio del Sol,2,Madrid
fdd58a9c-4d04-457b-bdf8-e82cc7d60951,94,Tania,Hoz,tania.hoz@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
286afb47-7932-4250-987a-688b472b5344,95,Aníbal,Bilbao,aníbal.bilbao@example.com,False,2025-02-06,2025-03-01,2025-03-02,2,417.45,Hotel Palacio Imperial,3,Madrid
38c4f7dc-1c64-4398-aa29-7a31a3028677,96,Dalila,Yáñez,dalila.yáñez@example.com,True,2025-02-18,2025-03-01,2025-03-02,128,,,,Madrid
d76d1cf2-0f78-4463-8fa8-51fe47c6c5ab,97,Juan Carlos,Fuente,juan carlos.fuente@example.com,False,2025-02-09,2025-03-01,2025-03-02,47,60.64,Hotel Jardines del Rey,2,Madrid
8fc3747d-d6a2-45e4-9cb6-81894e7955bc,98,Mauricio,Gómez,mauricio.gómez@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
7df2ca32-9996-42c0-aa77-c4ff62c97d6f,99,Eleuterio,Marín,eleuterio.marín@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
efd0f4fc-83cb-4e6f-b1e0-5d4a07093386,100,Úrsula,Belmonte,úrsula.belmonte@example.com,True,2025-02-18,2025-03-01,2025-03-02,114,,,,Madrid
927b8538-a5cf-419d-81a7-e590507567f0,101,Ester,Cabo,ester.cabo@example.com,True,2025-02-18,2025-03-01,2025-03-02,103,,,,Madrid
6de8b910-ab44-4a14-8369-f2723da145ed,102,Ignacio,Velasco,ignacio.velasco@example.com,False,2025-02-04,2025-03-01,2025-03-02,29,199.01,Hotel Sol y Luna,3,Madrid
f302dfc4-bdf4-40f0-b08c-6821d3044e5f,103,Paco,Bayona,paco.bayona@example.com,False,2025-02-11,2025-03-01,2025-03-02,14,130.35,Hotel Mirador Real,2,Madrid
6741430e-762d-4548-9616-fc40362e0447,104,Rafael,López,rafael.lópez@example.com,False,2025-02-02,2025-03-01,2025-03-02,13,205.55,Hotel Monte Verde,3,Madrid
dd64cf88-9b1f-42ec-9340-39806f5bd744,105,Perla,Mate,perla.mate@example.com,False,2025-02-08,2025-03-01,2025-03-02,40,102.03,Hotel Torre Dorada,2,Madrid
c82d8574-f3f5-46a1-acf8-07011f970176,106,Noemí,Ángel,noemí.ángel@example.com,True,2025-02-18,2025-03-01,2025-03-02,194,,,,Madrid
d7978bb9-da0f-468c-977f-2062c1262a8c,107,Olga,Marí,olga.marí@example.com,False,2025-02-12,2025-03-01,2025-03-02,40,466.5,Hotel Camino del Sol,3,Madrid
49788f88-6522-4400-96c5-12757260aaeb,108,Cristóbal,Cañizares,cristóbal.cañizares@example.com,False,2025-02-04,2025-03-01,2025-03-02,6,476.98,Hotel Monte Verde,3,Madrid
b7aea489-524a-482e-8265-cfd5e59a413e,109,Tania,Campo,tania.campo@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
1f122af1-0851-4fac-85c3-47d0731ee92a,110,Fabricio,Lladó,fabricio.lladó@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
2cb6159f-ce6f-4c76-ad5c-fb471135b3b5,111,Humberto,Novoa,humberto.novoa@example.com,False,2025-02-03,2025-03-01,2025-03-02,15,350.09,Hotel Monte Verde,3,Madrid
24bce2d2-a496-4d15-aa24-8796f173f0c7,112,Fabiana,Laguna,fabiana.laguna@example.com,False,2025-02-07,2025-03-01,2025-03-02,29,107.27,Hotel Los Almendros,3,Madrid
bca0e889-5f2a-476e-b759-d0bd997ea3d1,113,José,Azcona,josé.azcona@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
fe3a68d9-f2ea-4af4-9512-5d890ed26aa2,114,Teo,Lloret,teo.lloret@example.com,False,2025-02-01,2025-03-01,2025-03-02,19,185.42,Hotel Camino del Sol,3,Madrid
05d40d78-a173-4044-9c72-ae9c2d8548d6,115,Nazario,Castrillo,nazario.castrillo@example.com,False,2025-02-08,2025-03-01,2025-03-02,2,243.44,Hotel Torre Dorada,2,Madrid
1696721f-a366-492c-8e7e-ce2bbd11e0b2,116,Juan Francisco,Cuéllar,juan francisco.cuéllar@example.com,False,2025-02-09,2025-03-01,2025-03-02,49,248.79,Hotel Jardines del Rey,2,Madrid
2a660bda-2cba-47b7-880e-b17dc7d65d74,117,Carmen,Roma,carmen.roma@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
a04ee8a4-e89e-419f-bb1f-b53973e282db,118,Dani,Benet,dani.benet@example.com,True,2025-02-18,2025-03-01,2025-03-02,135,,,,Madrid
a5ad5040-06cf-47ca-9960-553a91600ce7,119,Jessica,Company,jessica.company@example.com,False,2025-02-07,2025-03-01,2025-03-02,6,177.69,Hotel Monte Verde,3,Madrid
59aa522f-5ebf-46e3-ae85-b1b112244bac,120,Perlita,Peiró,perlita.peiró@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
241e331b-007f-48d2-a184-7164c13d1cda,121,Eusebio,Ropero,eusebio.ropero@example.com,False,2025-02-02,2025-03-01,2025-03-02,15,151.08,Hotel Jardines del Rey,2,Madrid
3fad3c2e-e8aa-437b-8c61-53c7e4b912b1,122,Mario,Pastor,mario.pastor@example.com,False,2025-02-11,2025-03-01,2025-03-02,47,492.76,Hotel Encanto Real,3,Madrid
ec6b0d32-4bb0-4c77-bf93-f06c35bf4ff9,123,Natividad,Ariño,natividad.ariño@example.com,True,2025-02-18,2025-03-01,2025-03-02,114,,,,Madrid
4983cbf2-6afb-4c57-bae4-0c66931a5bf6,124,Humberto,Iborra,humberto.iborra@example.com,True,2025-02-18,2025-03-01,2025-03-02,194,,,,Madrid
6a8b8b3d-bbde-4cb9-b9d4-68029065564c,125,Paulino,Ramos,paulino.ramos@example.com,False,2025-02-12,2025-03-01,2025-03-02,27,229.83,Hotel Vista Alegre,2,Madrid
a6931563-a9a7-477c-a368-4157b1ea3fcc,126,Maribel,Cortes,maribel.cortes@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
9a69e4c1-f738-47a9-8d37-98c04675c506,127,Jordi,Cámara,jordi.cámara@example.com,False,2025-02-12,2025-03-01,2025-03-02,38,400.28,Hotel Costa Azul,3,Madrid
fbaac1fa-283a-4ce7-aeee-4c29eb86b364,128,Obdulia,Elorza,obdulia.elorza@example.com,True,2025-02-18,2025-03-01,2025-03-02,194,,,,Madrid
2c74f8b9-05a8-4d01-95f7-63ce3ed5671f,129,Amador,Escobar,amador.escobar@example.com,False,2025-02-09,2025-03-01,2025-03-02,35,300.82,Palacio del Sol,2,Madrid
77204866-fdb5-45b7-94db-51140a40b06e,130,Nazaret,Requena,nazaret.requena@example.com,False,2025-02-10,2025-03-01,2025-03-02,49,350.4,Hotel Camino del Sol,3,Madrid
7b53b0e3-83b0-4bbc-bd15-6b2c479da222,131,Rosario,Hurtado,rosario.hurtado@example.com,True,2025-02-18,2025-03-01,2025-03-02,131,,,,Madrid
405bff0a-80ba-4b80-8333-d96354516f8c,132,Mirta,Campoy,mirta.campoy@example.com,True,2025-02-18,2025-03-01,2025-03-02,181,,,,Madrid
c2d15e9f-5896-48cf-a9fe-1d9f79f00ce9,133,Antonio,Sosa,antonio.sosa@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
d9a7f2ad-2db6-4bfd-bfd2-06a5ae561d25,134,Olga,Seguí,olga.seguí@example.com,True,2025-02-18,2025-03-01,2025-03-02,117,,,,Madrid
5e9e808f-a53e-4255-9fc3-a4564be2063d,135,Otilia,Goñi,otilia.goñi@example.com,False,2025-02-03,2025-03-01,2025-03-02,49,453.73,Hotel Rincón Sereno,2,Madrid
84902ee1-c371-4fb4-ad4e-bc8d6de33f45,136,Georgina,Ferrando,georgina.ferrando@example.com,False,2025-02-05,2025-03-01,2025-03-02,47,427.93,Hotel Mirador Real,2,Madrid
904651ef-0e30-4880-ad20-6bb392a80aaa,137,León,Baños,león.baños@example.com,False,2025-02-12,2025-03-01,2025-03-02,47,173.56,Hotel Encanto Real,3,Madrid
92cdbb3d-7db3-4c60-b520-52107dc3cf18,138,León,Ortega,león.ortega@example.com,False,2025-02-08,2025-03-01,2025-03-02,33,193.86,Hotel Camino del Sol,3,Madrid
1f822ddd-d04f-4cd4-8ac1-8c6c06583102,139,Salomón,Muñoz,salomón.muñoz@example.com,False,2025-02-12,2025-03-01,2025-03-02,47,222.36,Hotel Vista Alegre,2,Madrid
ce727457-b05d-4d48-b5e5-002a1a7274a8,140,David,Julián,david.julián@example.com,False,2025-02-03,2025-03-01,2025-03-02,13,198.89,Hotel Palacio Imperial,3,Madrid
9cd0a508-7374-4115-8a2f-dfaa44611e0b,141,Juan Manuel,Arenas,juan manuel.arenas@example.com,True,2025-02-18,2025-03-01,2025-03-02,117,,,,Madrid
19b1dd3e-612b-4ad6-ac0a-6d3009bc11fa,142,Toño,Ojeda,toño.ojeda@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
348bb903-2fe2-401a-af2a-84d97264521f,143,Mauricio,Rubio,mauricio.rubio@example.com,True,2025-02-18,2025-03-01,2025-03-02,194,,,,Madrid
99d07b7c-ecfe-402d-9395-ac6ec7b195ec,144,Ariadna,Carlos,ariadna.carlos@example.com,True,2025-02-18,2025-03-01,2025-03-02,186,,,,Madrid
be8685ea-5cc1-4983-bfe8-ccdf5170642e,145,Corona,Falcón,corona.falcón@example.com,False,2025-02-04,2025-03-01,2025-03-02,36,264.63,Hotel Brisas del Mar,3,Madrid
f701caa4-5cda-44d2-9fa3-49bbe4bb6a73,146,Leandra,Rubio,leandra.rubio@example.com,True,2025-02-18,2025-03-01,2025-03-02,113,,,,Madrid
4d75d34e-48d2-4f47-a8ce-430a6972f1a1,147,Ángela,Figueras,ángela.figueras@example.com,True,2025-02-18,2025-03-01,2025-03-02,117,,,,Madrid
